//2nd
00000000000000001100  // n
00000000000000001100  // r
00000000000000000001  // 1
11111111111111111111  // -1
11111111111111111110  // -2
11111111111111111101  // -3
11111111111111111100  // -4
00000000000001001110  // 78
00000000000001001000  // 72
00000000000001011101  // 93
11111111111111010111  // -41
00000000000101011110  // 350
11111111111111001110  // -50
00000000000001000010  // 66
00000000000000000000  // 0
00000000000000000001  // 1
11111111111111111111  // -1
11111111111111111100  // -4
11111111111111111110  // -2
00000000000000111111  // 63
00000000000000101100  // 44
00000000000001011000  // 88
11111111111111111001  // -7
00000000000000000101  // 5
00000000000000000000  // 0
00000000000000000001  // 1
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000001  // 1
11111111111111110111  // -9
11111111111111111101  // -3
00000000000000100000  // 32
00000000000000111001  // 57
00000000000001001100  // 76
11111111111111111101  // -3
00000000000000000001  // 1
11111111111111111011  // -5
00000000000000000100  // 4
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000001  // 1
11111111111111111011  // -5
00000000000001001010  // 74
00000000000001001001  // 73
00000000000001010111  // 87
11111111111111000110  // -58
00000000000000110000  // 48
11111111111111000100  // -60
00000000000001001011  // 75
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000001  // 1
00000000000000000100  // 4
00000000000001000001  // 65
00000000000001000110  // 70
11111111111111011100  // -36
00000000000000011001  // 25
11111111111111001110  // -50
00000000000000110110  // 54
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000001  // 1
00000000000001001111  // 79
00000000000000010110  // 22
11111111111111100001  // -31
00000000000000000101  // 5
11111111111111111111  // -1
00000000000001000101  // 69
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000001  // 1
00000000000000101101  // 45
11111111111110101001  // -87
00000000000000001011  // 11
11111111111111101100  // -20
00000000000000001010  // 10
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000001  // 1
11111111111111010011  // -45
00000000000000011111  // 31
11111111111111101010  // -22
00000000000000000001  // 1
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000001  // 1
00000000000000011110  // 30
11111111111110011100  // -100
00000000000011001000  // 200
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000001  // 1
11111111011101010010  // -2222
00000000010001010111  // 1111
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000001  // 1
00000000000000001100  // 12
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000001  // 1
11111111001001101010  // -3478
11111110110111100001  // -4639
11111111001010010011  // -3437
11111110101010000101  // -5499
11111110111100010001  // -4335
00000000000001111000  // 120
11111100111111010001  // -12335
11111111000100011001  // -3815
00000000100101110011  // 2419
00001110011000000111  // 58887
11111111111111000000  // -64
11111111111111111101  // -3
