00000000000000001000  // n
00000000000000001000  // r
//2nd group
00000000000000000001  // 1
00000000000000101101  // 45
00000000000001011011  // 91
00000000000000101010  // 42
00000000000001011110  // 94
00000000000001001010  // 74
00000000000001000111  // 71
00000000000001100010  // 98
00000000000000000000  // 0
00000000000000000001  // 1
00000000000010000000  // 128
00000000000010001100  // 140
00000000000000110111  // 55
00000000000000111100  // 60
00000000000000101011  // 43
00000000000001011001  // 89
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000001  // 1
00000000000001111111  // 127
00000000000000100000  // 32
00000000000000011110  // 30
00000000000000110111  // 55
00000000000001001100  // 76
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000001  // 1
00000000000000111111  // 63
00000000000001001011  // 75
00000000000001001000  // 72
00000000000001010010  // 82
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000001  // 1
00000000000000000100  // 4
00000000000001000101  // 69
00000000000111100011  // 483
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000001  // 1
00000000000001001001  // 73
00000000000001010100  // 84
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000001  // 1
00000000000001010101  // 85
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000001  // 1
//Y
00011001101100010100  // 105236
00010111000000111001  // 94265
00010011101101101111  // 80751
00010101101001011111  // 88671
01110101100110001110  // 481678
00010101011111110000  // 88048
00010100011111111101  // 83965
00000000001111011011  // 987
