00000000000000000100  // n
00000000000000000100  // r
//1st group
00000000000000000001  // 1
00000000000000101101  // 45
00000000000010100100  // 164
00000000000111000101  // 453
00000000000000000000  // 0
00000000000000000001  // 1
00000000000010000100  // 132
00000000000010010010  // 146
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000001  // 1
00000000000010000011  // 131
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000000  // 0
00000000000000000001  // 1
//Y
00000001001100101101  // 4909
00000000100000101111  // 2095
00000000010000011111  // 1055
00000000000000001000  // 8
